Time,xAcceleration,yAcceleration,zAcceleration,xSMA(2.5 seconds),xSMA(10 seconds),ySMA(2.5 seconds),ySMA(10 seconds),zSMA(2.5 seconds),zSMA(10 seconds),minX(10 seconds),maxX(10 seconds),minY(10 seconds),maxY(10 seconds),minZ(10 seconds),maxZ(10 seconds)
1554763465128,-6.199,7.463,0.811,-3.83935,-3.60352,8.98885,9.08,-0.1805,-0.234348,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763465329,-5.22,8.422,0.086,-4.0165,-3.67087,8.91115,9.05258,-0.13125,-0.221,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763465533,-4.655,8.719,-0.176,-4.1725,-3.71024,8.85935,9.03924,-0.08235,-0.2192,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763465739,-3.97,9.026,-1.19,-4.25625,-3.72023,8.83355,9.03873,-0.07715,-0.256538,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763465941,-3.985,9.03,-1.239,-4.2462,-3.73004,8.84145,9.03841,-0.13025,-0.292926,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763466147,-3.603,9.189,-0.949,-4.2047,-3.7255,8.85145,9.04379,-0.193,-0.316357,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763466347,-4.139,8.918,-1.01,-4.19745,-3.73976,8.85265,9.03945,-0.2329,-0.340276,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763466550,-4.155,8.972,-0.976,-4.22565,-3.7536,8.83875,9.0372,-0.27215,-0.361467,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763466754,-4.062,9.035,-0.674,-4.21985,-3.76355,8.83915,9.03713,-0.28555,-0.371548,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763466957,-3.799,9.169,-0.839,-4.2151,-3.76466,8.8453,9.04125,-0.3137,-0.386156,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763467161,-4.207,8.9,-0.767,-4.24985,-3.77806,8.82395,9.03697,-0.34955,-0.397697,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763467364,-4.17,8.965,-0.713,-4.2769,-3.78959,8.80835,9.03485,-0.37945,-0.406971,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763467568,-4.292,8.933,-0.595,-4.3158,-3.80394,8.79315,9.03194,-0.3942,-0.412343,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763467772,-4.426,8.836,-0.669,-4.37225,-3.82122,8.76585,9.0265,-0.40565,-0.419472,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763467975,-4.394,8.847,-0.685,-4.41825,-3.8367,8.74375,9.02165,-0.42355,-0.426649,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763468179,-4.445,8.875,-0.653,-4.4723,-3.85271,8.7213,9.01779,-0.43425,-0.432605,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763468385,-3.938,9.024,-0.931,-4.50305,-3.8549,8.7051,9.01795,-0.45555,-0.445385,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763468592,-3.848,9.077,-1.05,-4.54555,-3.85472,8.67515,9.01942,-0.47555,-0.4605,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763468797,-3.914,9.072,-1.024,-4.4284,-3.85617,8.76105,9.02071,-0.57795,-0.474244,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763469003,-3.901,9.011,-1.335,-4.2661,-3.85724,8.87415,9.02048,-0.7289,-0.494738,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763469201,-3.775,9.083,-1.242,-4.1449,-3.85533,8.95515,9.02193,-0.83155,-0.512116,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763469404,-3.818,9.068,-1.333,-4.0748,-3.85448,8.98745,9.02298,-0.9025,-0.530773,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763469611,-3.97,9.001,-1.223,-4.04055,-3.85704,9.00155,9.02249,-0.95485,-0.546156,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763469811,-3.983,8.993,-1.211,-4.0412,-3.85978,8.9999,9.02185,-0.9559,-0.560609,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763470014,-3.901,9.045,-1.234,-4.037,-3.86066,9.00065,9.02234,-0.95565,-0.574936,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763470220,-3.956,9.003,-1.213,-4.05465,-3.86265,8.99135,9.02194,-0.96885,-0.588229,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763470423,-3.846,9.07,-1.17,-4.04,-3.86231,8.99895,9.02292,-0.97685,-0.600102,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763470627,-3.972,9.001,-1.177,-4.03085,-3.8645,9.0004,9.02248,-0.9869,-0.61164,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763470830,-4.018,8.979,-1.201,-4.02865,-3.86751,8.9976,9.02163,-1.01325,-0.623196,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763471032,-3.97,9.028,-1.08,-4.0372,-3.86948,8.99055,9.02175,-1.0253,-0.631981,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763471237,-4.03,8.987,-1.126,-4.02835,-3.87251,8.9949,9.02109,-1.04325,-0.641302,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763471440,-4.042,8.982,-1.11,-4.02195,-3.87565,8.99575,9.02037,-1.0631,-0.649981,-7.147,-1.535,6.749,9.976,-1.335,2.253
1554763471645,-3.929,9.033,-1.163,-4.0038,-3.87662,9.00075,9.0206,-1.0915,-0.659309,-7.147,-1.535,6.749,9.755,-1.335,2.253
1554763471862,-4.056,8.995,-1.008,-3.9853,-3.87982,9.0087,9.02014,-1.10845,-0.665536,-7.147,-2.295,6.749,9.676,-1.335,2.253
1554763472053,-4.15,8.927,-1.121,-3.9731,-3.88456,9.0127,9.01851,-1.13025,-0.673526,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763472255,-4.219,8.907,-1.058,-3.9618,-3.89033,9.0143,9.01659,-1.1505,-0.680155,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763472461,-4.081,8.949,-1.057,-3.96895,-3.89356,9.01055,9.01544,-1.1568,-0.686542,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763472667,-4.123,9.064,-0.601,-3.9827,-3.89738,9.0099,9.01625,-1.13435,-0.685117,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763472868,-4.143,8.924,-1.001,-3.99415,-3.90141,9.0025,9.01474,-1.1332,-0.690295,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763473070,-3.987,9.086,-0.804,-3.99845,-3.90279,9.00625,9.01589,-1.10665,-0.692129,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763473275,-4.239,9.118,-0.57,-4.02165,-3.90813,9.008,9.01751,-1.07305,-0.69019,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763473479,-5.7,7.792,-0.004,-4.11575,-3.93612,8.9442,8.99836,-1.0066,-0.679469,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763473683,-5.347,8.357,0.793,-4.1846,-3.95783,8.912,8.98849,-0.9058,-0.656815,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763473887,-5.675,7.874,1.766,-4.2692,-3.98385,8.85605,8.97161,-0.75695,-0.620106,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763474094,-5.401,8.062,2.253,-4.3442,-4.005,8.8069,8.95803,-0.5826,-0.577224,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763474292,-5.637,8.059,1.317,-4.42825,-4.029,8.7597,8.94481,-0.4561,-0.549368,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763474496,-5.787,7.823,1.547,-4.5253,-4.05448,8.69735,8.92855,-0.32025,-0.518986,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763474704,-5.546,7.989,1.859,-4.604,-4.07579,8.64675,8.91513,-0.16845,-0.485014,-7.147,-2.998,6.749,9.676,-1.335,2.253
1554763474908,-5.641,8.001,1.729,-4.68515,-4.09783,8.59785,8.90225,-0.02195,-0.453831,-7.147,-3.603,6.749,9.189,-1.335,2.253
1554763475105,-5.842,7.672,1.304,-4.77875,-4.12206,8.53005,8.88517,0.09725,-0.429417,-7.147,-3.603,6.749,9.189,-1.335,2.253
1554763475310,-5.003,8.591,0.479,-4.8274,-4.13412,8.51025,8.88114,0.1775,-0.416973,-6.199,-3.603,7.463,9.189,-1.335,2.253
1554763475514,-5.362,8.299,0.971,-4.8934,-4.15072,8.4761,8.87327,0.28155,-0.398216,-5.842,-3.603,7.672,9.189,-1.335,2.253
1554763475719,-5.372,8.298,1.145,-4.96555,-4.167,8.43935,8.8656,0.39695,-0.37764,-5.842,-3.603,7.672,9.189,-1.335,2.253
1554763475923,-5.137,8.309,1.001,-5.0196,-4.17976,8.40505,8.85828,0.4974,-0.3595,-5.842,-3.603,7.672,9.189,-1.335,2.253
1554763476128,-5.205,8.391,1.378,-5.07235,-4.19308,8.37825,8.85221,0.62235,-0.336935,-5.842,-3.603,7.672,9.189,-1.335,2.253
1554763476330,-5.261,8.364,0.834,-5.12445,-4.20677,8.3511,8.84595,0.71695,-0.321923,-5.842,-3.603,7.672,9.189,-1.335,2.253
1554763476535,-5.125,8.351,1.286,-5.17665,-4.21839,8.3212,8.83968,0.8341,-0.30157,-5.842,-3.775,7.672,9.169,-1.335,2.253
1554763476736,-5.099,8.452,1.034,-5.22545,-4.2294,8.2906,8.83484,0.91585,-0.284875,-5.842,-3.775,7.672,9.169,-1.335,2.253
1554763476941,-5.034,8.518,0.655,-5.27,-4.23933,8.2703,8.83093,0.99865,-0.273272,-5.842,-3.775,7.672,9.169,-1.335,2.253
1554763477146,-4.875,8.53,1.029,-5.3144,-4.24709,8.2425,8.82726,1.0903,-0.25739,-5.842,-3.775,7.672,9.169,-1.335,2.253
1554763477347,-4.666,8.721,0.936,-5.33575,-4.25213,8.22265,8.82598,1.1656,-0.243012,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763477554,-4.366,8.91,0.267,-5.26905,-4.25349,8.27855,8.82698,1.17915,-0.23694,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763477757,-4.383,8.789,0.862,-5.22085,-4.25501,8.30015,8.82653,1.1826,-0.224012,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763477964,-4.474,8.844,1.089,-5.1608,-4.25756,8.34865,8.82673,1.14875,-0.208744,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763478162,-4.156,9.049,0.893,-5.09855,-4.25639,8.398,8.82929,1.08075,-0.19608,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763478366,-4.469,8.697,0.482,-5.04015,-4.25881,8.4299,8.82778,1.039,-0.188375,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763478573,-4.289,8.967,0.739,-4.96525,-4.25915,8.4871,8.82935,0.9986,-0.177955,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763478783,-4.489,8.86,0.665,-4.9124,-4.2617,8.53065,8.82969,0.9389,-0.168589,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763478992,-4.531,8.67,0.97,-4.8569,-4.26466,8.5641,8.82793,0.90095,-0.156077,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763479182,-4.318,8.951,0.986,-4.7807,-4.26524,8.62805,8.82927,0.88505,-0.143663,-5.842,-3.775,7.672,9.118,-1.335,2.253
1554763479384,-4.437,8.828,0.472,-4.7524,-4.26709,8.6399,8.82926,0.8847,-0.137043,-5.842,-3.775,7.672,9.118,-1.333,2.253
1554763479591,-4.64,8.623,1.253,-4.7163,-4.27105,8.6561,8.82706,0.8988,-0.122255,-5.842,-3.818,7.672,9.118,-1.333,2.253
1554763479794,-4.106,9.057,1.008,-4.653,-4.26932,8.69405,8.82948,0.89195,-0.110358,-5.842,-3.846,7.672,9.118,-1.234,2.253
1554763480005,-4.267,8.909,0.822,-4.6095,-4.26929,8.72405,8.83031,0.883,-0.100646,-5.842,-3.846,7.672,9.118,-1.234,2.253
1554763480200,-4.307,8.807,1.438,-4.5646,-4.26968,8.74485,8.83007,0.886,-0.0847835,-5.842,-3.846,7.672,9.118,-1.234,2.253
1554763480405,-4.244,8.976,0.69,-4.51375,-4.26942,8.77545,8.83156,0.8788,-0.0768776,-5.842,-3.846,7.672,9.118,-1.213,2.253
1554763480615,-4.372,8.824,1.173,-4.4761,-4.27045,8.7991,8.83148,0.87315,-0.0642525,-5.842,-3.846,7.672,9.118,-1.201,2.253
1554763480809,-4.297,8.824,0.717,-4.436,-4.27072,8.8177,8.83141,0.8573,-0.05644,-5.842,-3.929,7.672,9.118,-1.201,2.253
1554763481020,-4.095,9.08,1.016,-4.38905,-4.29568,8.8458,8.82437,0.87535,-0.03639,-5.842,-3.929,7.672,9.118,-1.201,2.253
1554763481218,-4.354,8.806,0.926,-4.363,-4.31593,8.8596,8.81542,0.8702,-0.02338,-5.842,-3.929,7.672,9.118,-1.163,2.253
1554763481421,-4.228,8.903,1.288,-4.3411,-4.33655,8.8687,8.80867,0.8878,-0.00634,-5.842,-3.929,7.672,9.118,-1.163,2.253
1554763481629,-4.287,8.941,0.807,-4.33715,-4.36265,8.87025,8.79832,0.9148,0.01072,-5.842,-3.929,7.672,9.118,-1.163,2.253
1554763481829,-4.354,8.806,0.911,-4.3357,-4.39084,8.8711,8.78883,0.91725,0.03137,-5.842,-3.929,7.672,9.118,-1.163,2.253
1554763482038,-4.089,9.011,1.152,-4.31645,-4.40878,8.87945,8.78352,0.9204,0.05583,-5.842,-3.984,7.672,9.118,-1.121,2.253
1554763482235,-4.367,8.86,0.716,-4.327,-4.41059,8.87,8.7834,0.91155,0.06476,-5.842,-3.838,7.672,9.17,-1.121,2.253
1554763482439,-4.401,8.812,1.142,-4.3236,-4.41027,8.87575,8.78163,0.94455,0.07312,-5.842,-3.838,7.672,9.17,-1.058,2.253
1554763482647,-3.984,9.051,0.941,-4.30835,-4.40727,8.87995,8.7832,0.95465,0.08465,-5.842,-3.518,7.672,9.255,-1.057,2.253
1554763482850,-4.266,8.914,0.944,-4.2972,-4.41402,8.88265,8.77984,0.9686,0.096,-5.842,-3.518,7.672,9.255,-1.001,2.253
1554763483057,-4.239,8.893,1.047,-4.2826,-4.41463,8.8938,8.7785,0.97245,0.11053,-5.842,-3.518,7.672,9.255,-1.001,2.253
1554763483258,-3.99,9.041,0.94,-4.2662,-4.41559,8.8983,8.77845,0.97015,0.12269,-5.842,-3.518,7.672,9.255,-0.804,2.253
1554763483463,-4.038,9.005,0.906,-4.24625,-4.42085,8.90715,8.77523,0.99185,0.13225,-5.842,-3.518,7.672,9.255,-0.57,2.253
1554763483662,-4.594,8.719,1.107,-4.24395,-4.4305,8.91195,8.76965,0.98455,0.14447,-5.842,-3.518,7.672,9.255,-0.004,2.253
1554763483870,-4.432,8.816,0.973,-4.26025,-4.43968,8.8999,8.76544,0.9828,0.1572,-5.842,-3.518,7.672,9.255,0.267,2.253
1554763484079,-4.271,8.9,1.015,-4.26045,-4.44942,8.89945,8.76062,0.99245,0.17175,-5.842,-3.518,7.672,9.255,0.267,2.253
1554763484274,-4.234,8.912,1.075,-4.2568,-4.45702,8.9047,8.75685,0.9743,0.18577,-5.842,-3.518,7.672,9.255,0.267,2.253
1554763484477,-4.417,8.82,0.971,-4.26545,-4.46755,8.8969,8.75181,0.98835,0.19987,-5.842,-3.518,7.672,9.255,0.267,1.859
1554763484691,-4.261,8.898,1.036,-4.2599,-4.47693,8.9006,8.74731,0.9815,0.21528,-5.842,-3.518,7.672,9.255,0.267,1.859
1554763484887,-4.273,8.887,1.084,-4.2587,-4.48968,8.90375,8.73942,0.99985,0.23262,-5.842,-3.518,7.672,9.255,0.267,1.859
1554763485096,-4.371,8.84,1.001,-4.2725,-4.47082,8.89175,8.75428,0.9991,0.23239,-5.842,-3.518,7.672,9.255,0.267,1.82
1554763485291,-4.262,8.892,1.177,-4.2679,-4.44197,8.89605,8.77571,1.01165,0.22732,-5.842,-3.518,7.672,9.255,0.267,1.82
1554763485495,-4.388,8.818,1.073,-4.2759,-4.42386,8.8918,8.78926,1.0009,0.22994,-5.372,-3.518,8.298,9.255,0.267,1.82
1554763485704,-4.342,8.855,1.169,-4.27865,-4.41508,8.8875,8.79359,1.019,0.24077,-5.372,-3.518,8.298,9.255,0.267,1.82
1554763485906,-4.317,8.851,1.083,-4.2768,-4.4117,8.88975,8.79491,1.0276,0.25336,-5.372,-3.518,8.298,9.255,0.267,1.82
1554763486105,-4.333,8.845,1.129,-4.289,-4.41533,8.88145,8.7931,1.02645,0.27655,-5.261,-3.518,8.309,9.255,0.267,1.82
1554763486312,-4.453,8.803,1.184,-4.2933,-4.42001,8.8786,8.79083,1.04985,0.30078,-5.261,-3.518,8.351,9.255,0.267,1.82
1554763486513,-4.254,8.886,1.04,-4.28595,-4.42652,8.8823,8.7878,1.04475,0.32067,-5.261,-3.518,8.351,9.255,0.267,1.82
1554763486718,-4.37,8.822,1.135,-4.30525,-4.42883,8.87085,8.78684,1.05445,0.34212,-5.125,-3.518,8.351,9.255,0.267,1.82
1554763486931,-4.327,8.862,1.129,-4.3083,-4.43055,8.86825,8.78574,1.0637,0.36317,-5.099,-3.518,8.452,9.255,0.267,1.82
1554763487127,-4.313,8.848,1.101,-4.312,-4.43306,8.866,8.78387,1.0664,0.38092,-5.034,-3.518,8.518,9.255,0.267,1.82
1554763487330,-4.257,8.884,1.133,-4.32535,-4.43764,8.85815,8.78102,1.07605,0.40064,-4.875,-3.518,8.53,9.255,0.267,1.82
1554763487532,-4.258,8.887,1.113,-4.33635,-4.43815,8.85225,8.78089,1.0864,0.41944,-4.666,-3.518,8.623,9.255,0.267,1.82
1554763487738,-4.26,8.88,1.161,-4.31965,-4.43905,8.8603,8.78004,1.0891,0.43818,-4.64,-3.518,8.623,9.255,0.267,1.82
1554763487947,-4.226,8.898,1.1,-4.30935,-4.43839,8.8644,8.77969,1.09545,0.45513,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763488154,-4.299,8.863,1.138,-4.31075,-4.43712,8.86255,8.77996,1.1016,0.4732,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763488348,-4.28,8.869,1.209,-4.31305,-4.43598,8.8604,8.78018,1.1083,0.49214,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763488551,-4.24,8.884,1.096,-4.3042,-4.43393,8.8636,8.78027,1.11455,0.50963,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763488761,-4.301,8.854,1.147,-4.3062,-4.43756,8.8614,8.77857,1.1201,0.53041,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763488965,-4.411,8.796,1.305,-4.3131,-4.44319,8.85685,8.77576,1.13115,0.55396,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763489164,-4.249,8.917,1.02,-4.307,-4.44654,8.8607,8.77421,1.1321,0.5744,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763489365,-4.343,8.82,1.212,-4.31105,-4.45096,8.8571,8.7723,1.13385,0.59987,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763489571,-4.317,8.846,0.928,-4.3075,-4.45638,8.8585,8.76993,1.1266,0.62157,-4.64,-3.518,8.623,9.255,0.472,1.82
1554763489772,-4.278,8.869,1.436,-4.3043,-4.46098,8.8592,8.76794,1.13995,0.64926,-4.64,-3.518,8.623,9.255,0.69,1.82
1554763489982,-4.341,8.857,0.812,-4.3055,-4.46469,8.8595,8.7665,1.1264,0.66961,-4.594,-3.518,8.656,9.255,0.69,1.82
1554763490185,-4.048,8.993,1.35,-4.29125,-4.46534,8.8669,8.7665,1.13745,0.69522,-4.594,-3.518,8.656,9.255,0.69,1.82
1554763490383,-4.457,8.756,1.144,-4.29145,-4.4709,8.86455,8.76361,1.13545,0.719,-4.594,-3.518,8.656,9.255,0.69,1.82
1554763490587,-4.2,8.909,1.029,-4.28875,-4.47334,8.8657,8.76267,1.1349,0.74142,-4.594,-3.518,8.656,9.255,0.69,1.82
1554763490793,-4.215,8.938,1.362,-4.281,-4.47703,8.8715,8.76135,1.14625,0.76674,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763490998,-4.339,8.793,0.996,-4.2816,-4.4807,8.86805,8.75927,1.1396,0.78847,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763491203,-4.044,9.037,1.196,-4.26815,-4.48096,8.8775,8.75985,1.14435,0.81244,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763491400,-4.554,8.656,1.272,-4.283,-4.4868,8.8661,8.75613,1.1513,0.83596,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763491607,-4.222,8.918,1.373,-4.2812,-4.48872,8.86765,8.75544,1.1643,0.86095,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763491821,-4.021,9.003,0.79,-4.26925,-4.48851,8.8738,8.75565,1.14575,0.87995,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763492015,-4.119,8.87,1.771,-4.2639,-4.49041,8.8724,8.75402,1.1793,0.90929,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763492217,-3.838,9.17,0.834,-4.24085,-4.48823,8.88775,8.75577,1.1641,0.92771,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763492421,-3.999,8.91,1.154,-4.2268,-4.48672,8.8898,8.7556,1.16135,0.95046,-4.594,-3.518,8.656,9.255,0.716,1.82
1554763492623,-3.518,9.255,1.334,-4.1907,-4.47971,8.90835,8.75908,1.17325,0.97438,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763492827,-3.892,8.983,1.118,-4.17025,-4.47782,8.9148,8.75942,1.1718,0.99613,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763493030,-3.845,9.104,1.4,-4.14195,-4.47504,8.9302,8.75982,1.17655,1.01614,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763493234,-3.944,8.989,1.015,-4.1267,-4.47305,8.9338,8.76047,1.1763,1.0363,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763493437,-3.848,9.025,1.82,-4.10195,-4.47166,8.94405,8.75986,1.2067,1.06254,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763493642,-3.681,9.147,0.803,-4.07015,-4.46608,8.9591,8.76015,1.20045,1.07627,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763493846,-3.953,8.982,1.645,-4.0539,-4.44861,8.96475,8.77205,1.2109,1.09276,-4.594,-3.518,8.656,9.255,0.79,1.82
1554763494057,-3.797,9.102,1.113,-4.0267,-4.43311,8.977,8.7795,1.22595,1.09596,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763494252,-4.085,8.882,1.604,-4.02855,-4.41721,8.97145,8.78958,1.23865,1.09434,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763494455,-3.798,9.125,1.094,-3.9956,-4.40118,8.9899,8.80021,1.23615,1.08275,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763494664,-4.225,8.816,1.461,-3.99685,-4.38706,8.98525,8.80778,1.25775,1.08419,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763494874,-3.914,9.038,1.3,-3.9818,-4.36833,8.99025,8.81993,1.25465,1.08172,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763495070,-4.21,8.841,1.579,-3.97535,-4.35497,8.99265,8.82845,1.2838,1.07892,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763495273,-3.957,9.01,1.203,-3.971,-4.33813,8.9913,8.83854,1.28415,1.07366,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763495474,-4.079,8.959,1.345,-3.94725,-4.3205,9.00645,8.85141,1.2878,1.07407,-4.554,-3.518,8.656,9.255,0.79,1.82
1554763495678,-4.239,8.811,1.44,-3.9481,-4.31286,9.0011,8.85361,1.29115,1.08368,-4.554,-3.518,8.656,9.255,0.79,1.82
