Time,xAcceleration,yAcceleration,zAcceleration,xSMA(20 seconds), xSMA(100 seconds),ySMA(20 seconds),ySMA(100 seconds),zSMA(20 seconds),zSMA(100 seconds)
1554682903904,0.095,6.22,7.622,0.095,0.095,6.22,6.22,7.622,7.622
1554682904105,-0.096,6.148,7.774,-0.0005,-0.0005,6.184,6.184,7.698,7.698
1554682904310,-0.205,6.217,7.609,-0.0686667,-0.0686667,6.195,6.195,7.66833,7.66833
1554682904523,-0.317,6.214,7.553,-0.13075,-0.13075,6.19975,6.19975,7.6395,7.6395
1554682904729,-0.37,6.243,7.663,-0.1786,-0.1786,6.2084,6.2084,7.6442,7.6442
1554682904920,-0.398,6.278,7.639,-0.215167,-0.215167,6.22,6.22,7.64333,7.64333
1554682905137,-0.397,6.27,7.644,-0.241143,-0.241143,6.22714,6.22714,7.64343,7.64343
1554682905326,-0.332,6.343,7.531,-0.2525,-0.2525,6.24163,6.24163,7.62938,7.62938
1554682905527,-0.229,6.437,7.561,-0.249889,-0.249889,6.26333,6.26333,7.62178,7.62178
1554682905738,-0.29,6.913,7.714,-0.2539,-0.2539,6.3283,6.3283,7.631,7.631
1554682905940,-0.035,6.706,6.358,-0.234,-0.234,6.36264,6.36264,7.51527,7.51527
1554682906143,-0.022,6.692,6.976,-0.216333,-0.216333,6.39008,6.39008,7.47033,7.47033
1554682906345,-0.022,6.68,7.299,-0.201385,-0.201385,6.41238,6.41238,7.45715,7.45715
1554682906553,0.149,6.371,7.681,-0.176357,-0.176357,6.40943,6.40943,7.47314,7.47314
1554682906752,-0.394,6.282,7.512,-0.190867,-0.190867,6.40093,6.40093,7.47573,7.47573
1554682906956,-0.284,6.234,7.768,-0.196687,-0.196687,6.3905,6.3905,7.494,7.494
1554682907162,-0.452,6.284,7.529,-0.211706,-0.211706,6.38424,6.38424,7.49606,7.49606
1554682907362,-0.373,6.176,7.56,-0.220667,-0.220667,6.37267,6.37267,7.49961,7.49961
1554682907565,-0.31,6.158,7.804,-0.225368,-0.225368,6.36137,6.36137,7.51563,7.51563
1554682907769,-0.33,6.059,7.751,-0.2306,-0.2306,6.34625,6.34625,7.5274,7.5274
1554682907975,-0.324,6.067,7.744,-0.25155,-0.235048,6.3386,6.33295,7.5335,7.53771
1554682908177,-0.366,6.022,7.835,-0.26505,-0.241,6.3323,6.31882,7.53655,7.55123
1554682908383,-0.315,5.923,7.772,-0.27055,-0.244217,6.3176,6.30161,7.5447,7.56083
1554682908586,-0.367,5.946,7.893,-0.27305,-0.249333,6.3042,6.28679,7.5617,7.57467
1554682908789,-0.356,5.815,7.924,-0.27235,-0.2536,6.2828,6.26792,7.57475,7.58864
1554682908995,-0.409,5.804,7.981,-0.2729,-0.259577,6.2591,6.25008,7.59185,7.60373
1554682909198,-0.401,5.719,7.964,-0.2731,-0.264815,6.23155,6.23041,7.60785,7.61707
1554682909401,-0.357,5.668,8.027,-0.27435,-0.268107,6.1978,6.21032,7.63265,7.63171
1554682909605,-0.036,5.039,8.465,-0.2647,-0.260103,6.1279,6.16993,7.67785,7.66045
1554682909810,0.203,4.62,8.822,-0.24005,-0.244667,6.01325,6.11827,7.73325,7.69917
1554682910013,0.169,4.654,8.614,-0.22985,-0.231323,5.91065,6.07103,7.84605,7.72868
1554682910216,0.126,4.681,8.629,-0.22245,-0.220156,5.8101,6.02759,7.9287,7.75681
1554682910419,-0.099,4.038,8.256,-0.2263,-0.216485,5.678,5.9673,7.97655,7.77194
1554682910624,2.007,3.856,8.998,-0.1334,-0.151088,5.55225,5.90521,8.0424,7.808
1554682910830,2.513,1.611,9.714,0.01195,-0.0749714,5.3187,5.78251,8.1525,7.86246
1554682911034,0.419,2.458,9.85,0.0471,-0.06125,5.1299,5.69017,8.2566,7.91767
1554682911235,1.138,2.321,9.241,0.1266,-0.0288378,4.93175,5.59911,8.3422,7.95343
1554682911437,0.661,3.095,9.204,0.1783,-0.0106842,4.7777,5.53321,8.4244,7.98634
1554682911642,1.557,4.979,8.374,0.27165,0.0295128,4.71875,5.519,8.4529,7.99628
1554682911846,1.33,5.076,8.37,0.35465,0.062025,4.6696,5.50793,8.48385,8.00563
1554682912050,1.297,5.147,8.342,0.4357,0.0921463,4.6236,5.49912,8.51375,8.01383
1554682912254,1.311,5.131,7.878,0.51955,0.121167,4.57905,5.49036,8.5159,8.0106
1554682912455,1.153,2.604,9.928,0.59295,0.145163,4.4131,5.42323,8.6237,8.05519
1554682912807,1.368,4.374,8.305,0.6797,0.172955,4.3345,5.39939,8.6443,8.06086
1554682913205,1.168,3.958,9.123,0.7559,0.195067,4.24165,5.36736,8.70425,8.08447
1554682913414,0.96,3.993,8.565,0.82435,0.211696,4.1511,5.33748,8.73345,8.09491
1554682913614,0.677,4.601,8.589,0.87825,0.221596,4.0952,5.32181,8.7647,8.10543
1554682913818,0.753,4.887,8.71,0.93375,0.232667,4.05615,5.31275,8.79885,8.11802
1554682914022,1.624,5.26,8.265,1.01675,0.261061,4.0672,5.31167,8.78885,8.12102
1554682914226,1.658,5.338,7.716,1.0895,0.289,4.1031,5.3122,8.73355,8.11292
1554682914430,1.25,4.129,9.137,1.14355,0.307843,4.07685,5.289,8.7597,8.133
1554682914634,1.307,4.195,8.663,1.2026,0.327058,4.05255,5.26796,8.7614,8.14319
1554682914839,1.214,4.206,8.742,1.26825,0.343792,4.06095,5.24792,8.7857,8.15449
1554682915041,1.669,4.372,8.562,1.25135,0.368333,4.08675,5.2317,8.7639,8.16204
1554682915515,1.356,4.703,8.68,1.1935,0.386291,4.24135,5.22209,8.7122,8.17145
1554682915717,1.6,4.659,8.814,1.25255,0.407964,4.3514,5.21204,8.6604,8.18293
1554682915924,0.483,3.872,9.319,1.2198,0.409281,4.42895,5.18853,8.6643,8.20286
1554682916128,-0.853,3.586,8.993,1.1441,0.387517,4.4535,5.1609,8.65375,8.21648
1554682916327,-1.075,4.666,7.939,1.0125,0.362729,4.43785,5.15251,8.632,8.21178
1554682916534,-0.996,5.149,8.695,0.8962,0.340083,4.4415,5.15245,8.64825,8.21983
1554682916740,-0.345,4.655,9.294,0.8141,0.328852,4.4169,5.1443,8.69585,8.23744
1554682916945,1.172,3.379,8.237,0.80715,0.342452,4.3293,5.11582,8.7138,8.23744
1554682917143,1.376,2.839,9.914,0.8183,0.358857,4.34105,5.07968,8.7131,8.26405
1554682917350,0.763,3.141,9.562,0.78805,0.365172,4.2794,5.04939,8.77595,8.28433
1554682917551,0.537,3.136,9.358,0.7565,0.367815,4.2383,5.01995,8.7877,8.30085
1554682917755,-0.438,3.45,9.35,0.6866,0.355606,4.21115,4.99617,8.82695,8.31674
1554682917962,-0.39,3.871,8.806,0.63325,0.344478,4.17465,4.97937,8.8378,8.32404
1554682918164,-0.471,4.133,8.865,0.57205,0.332485,4.13695,4.96693,8.84555,8.332
1554682918368,-0.344,4.541,8.65,0.47365,0.322681,4.101,4.96075,8.8648,8.33661
1554682918571,-0.543,5.3,8.158,0.3636,0.310314,4.0991,4.9656,8.8869,8.33406
1554682918776,-0.408,5.252,8.26,0.2807,0.300197,4.15525,4.96963,8.84305,8.33301
1554682918977,-0.394,5.195,8.302,0.19565,0.290556,4.20525,4.97276,8.825,8.33258
1554682919185,-0.255,5.081,8.417,0.1222,0.283082,4.249,4.97425,8.80875,8.33374
1554682919388,-0.14,5.031,8.574,0.03175,0.277365,4.28195,4.97501,8.80935,8.33699
1554682919592,-0.275,4.986,8.48,-0.0498,0.27,4.2961,4.97516,8.79935,8.33889
1554682919795,-0.3,4.922,8.545,-0.1448,0.2625,4.30925,4.97446,8.7859,8.34161
1554682920002,-0.512,4.997,8.533,-0.19455,0.252442,4.3655,4.97475,8.7466,8.34409
1554682920200,-0.463,5.355,8.016,-0.17505,0.243269,4.45395,4.97963,8.69775,8.33988
1554682920408,-0.444,5.248,8.465,-0.1435,0.23457,4.48305,4.98303,8.72405,8.34147
1554682920612,-0.463,5.207,8.3,-0.11685,0.22585,4.48595,4.98583,8.7043,8.34095
1554682920816,-0.43,5.149,8.454,-0.1211,0.217753,4.51065,4.98784,8.6623,8.34235
1554682921019,-0.387,5.08,8.388,-0.19905,0.210378,4.5957,4.98896,8.66985,8.3429
1554682921223,-0.383,5.118,8.388,-0.287,0.203229,4.70965,4.99052,8.59355,8.34345
1554682921425,-0.339,5.051,8.46,-0.3421,0.196774,4.80515,4.99124,8.53845,8.34483
1554682921633,-0.407,5.032,8.486,-0.3893,0.189671,4.89995,4.99172,8.49485,8.34649
1554682921833,-0.297,4.989,8.308,-0.38225,0.184012,4.9769,4.99169,8.44275,8.34605
1554682922035,-0.383,4.09,9.138,-0.3819,0.177494,4.98785,4.98132,8.45935,8.35515
1554682922240,0.317,4.338,8.942,-0.3425,0.17908,4.9981,4.97401,8.4632,8.36182
1554682922443,-0.338,4.285,8.804,-0.3422,0.17327,4.9853,4.96627,8.4709,8.36679
1554682922645,0.083,4.4,8.733,-0.3109,0.172267,4.9403,4.95998,8.49965,8.37086
1554682922849,-0.207,4.736,8.741,-0.30085,0.168099,4.9145,4.95752,8.5237,8.37492
1554682923054,-0.299,4.962,8.229,-0.2961,0.163022,4.90285,4.95757,8.52005,8.37334
1554682923257,0.065,4.525,8.548,-0.2801,0.161968,4.87505,4.95291,8.5266,8.37522
1554682923459,2.074,6.608,7.085,-0.1694,0.182309,4.9539,4.97052,8.45215,8.36149
1554682923667,1.737,6.085,7.917,-0.0688,0.198674,5.00885,4.98225,8.424,8.35681
1554682923868,0.864,5.604,8.018,-0.0106,0.205604,5.04295,4.98873,8.39765,8.35328
1554682924067,0.261,4.83,8.019,0.02805,0.206175,5.0346,4.98709,8.37195,8.34984
1554682924275,0.712,5.347,8.314,0.0868,0.211337,5.0342,4.99077,8.38685,8.34947
1554682924661,1.06,3.641,4.345,0.162,0.219909,4.95385,4.97713,8.18085,8.30902
1554682924682,-9.402,-5.543,3.367,-0.28495,0.12369,4.41635,4.87193,7.9342,8.2596
1554682924907,-18.274,-3.585,5.314,-1.17715,-0.06,3.97965,4.77388,7.7772,8.23652
1554682925112,-10.874,-1.74,0.866,-1.7015,-0.16778,3.63865,4.695,7.4011,8.16744
1554682925314,-8.092,-5.796,1.613,-2.08695,-0.24665,3.09295,4.57487,7.06235,8.10748
1554682925517,-9.377,-3.576,-1.41,-2.53885,-0.33725,2.6616,4.47697,6.56885,8.01785
1554682925723,-9.839,-1.268,-2.485,-3.01045,-0.43194,2.3466,4.40186,6.0203,7.91637
1554682925928,-7.199,-2.991,-4.758,-3.35555,-0.49995,1.9476,4.30917,5.367,7.7924
1554682926130,-9.311,-4.231,-2.172,-3.80195,-0.58909,1.53155,4.20416,4.8015,7.69424
1554682926333,-8.592,-4.088,-2.169,-4.2474,-0.67169,1.11025,4.09985,4.24595,7.59724
1554682926538,-7.436,-5.42,-2.814,-4.6023,-0.74376,0.625,3.98128,3.66505,7.49349
1554682926741,-7.48,-6.307,-1.883,-4.98045,-0.81566,0.08965,3.84908,3.13425,7.39752
1554682926948,-5.079,-5.925,-2.132,-5.22405,-0.8661,-0.4434,3.72277,2.5906,7.31262
1554682927153,-0.76,-8.542,-1.042,-5.2471,-0.87348,-1.1186,3.57043,2.12705,7.23244
1554682927354,1.492,-11.304,-0.84,-5.17575,-0.85834,-1.91005,3.39059,1.65765,7.15105
1554682927558,-0.644,-10.908,0.422,-5.31165,-0.86627,-2.78585,3.2178,1.3245,7.07846
1554682927761,-1.917,-9.661,0.174,-5.49435,-0.8815,-3.57315,3.05837,0.93735,7.00508
1554682927964,-1.932,-9.629,0.671,-5.63415,-0.89798,-4.3348,2.89974,0.57,6.93411
1554682928168,-2.077,-9.555,0.176,-5.75105,-0.91423,-5.05405,2.74135,0.17785,6.86058
1554682928374,-1.84,-9.509,-0.175,-5.87865,-0.9289,-5.79685,2.5845,-0.2466,6.78323
1554682928575,-2.111,-9.507,-0.035,-6.0372,-0.94691,-6.45425,2.42785,-0.4656,6.70484
1554682928780,-2.284,-9.522,0.587,-5.6813,-0.96645,-6.6532,2.27204,-0.6046,6.6332
1554682928986,-1.9,-9.517,-0.359,-4.8626,-0.98221,-6.9498,2.1162,-0.88825,6.55217
1554682929189,-2.954,-9.535,1.73,-4.4666,-1.00809,-7.33955,1.96063,-0.84505,6.49112
1554682929392,-0.546,-9.835,-1.043,-4.0893,-1.0104,-7.5415,1.80305,-0.97785,6.40297
1554682929596,-1.259,-9.968,0.404,-3.6834,-1.01932,-7.8611,1.64391,-0.88715,6.32808
1554682929800,-1.459,-9.712,-0.605,-3.2644,-1.03035,-8.2833,1.48864,-0.79315,6.24279
1554682930002,-1.06,-9.271,-0.705,-2.95745,-1.03686,-8.5973,1.33789,-0.5905,6.15593
1554682930208,-0.973,-9.92,0.591,-2.54055,-1.04258,-8.88175,1.1815,-0.45235,6.0822
1554682930413,-3.019,-9.742,-0.645,-2.2619,-1.0692,-9.16445,1.0274,-0.37615,5.99548
1554682930613,-2.249,-9.289,0.476,-2.00255,-1.09133,-9.3579,0.88412,-0.21165,5.91559
1554682930819,-2.704,-9.529,-0.843,-1.76375,-1.1204,-9.519,0.74263,-0.15965,5.81894
1554682931025,-1.995,-9.385,0.756,-1.60955,-1.14204,-9.692,0.60224,-0.01525,5.74036
1554682931226,-2.472,-9.545,0.342,-1.69515,-1.16802,-9.74215,0.45998,0.05395,5.65749
1554682931429,-2.416,-9.495,0.115,-1.89055,-1.19119,-9.6517,0.32465,0.1017,5.57608
1554682931634,-1.936,-9.573,0.576,-1.95515,-1.23062,-9.58495,0.19036,0.1094,5.49186
1554682931838,-2.054,-9.52,-0.192,-1.962,-1.27629,-9.5779,0.07905,0.0911,5.3928
1554682932042,-1.766,-9.606,0.234,-1.9537,-1.29814,-9.57675,-0.04159,0.06925,5.29664
1554682932244,-1.602,-9.548,0.08,-1.92995,-1.32554,-9.5764,-0.16028,0.06445,5.20503
1554682932448,-1.491,-9.553,0.249,-1.9125,-1.34706,-9.5786,-0.28676,0.08565,5.11548
1554682932655,-1.804,-9.522,-0.146,-1.89715,-1.38067,-9.57935,-0.43177,0.0801,5.03028
1554682932857,-1.251,-9.638,0.216,-1.8455,-1.40648,-9.58515,-0.57891,0.06155,4.94874
1554682933060,-1.527,-9.788,-0.874,-1.82685,-1.43472,-9.5987,-0.72826,0.0358,4.85658
1554682933263,-1.181,-9.784,-0.589,-1.7382,-1.45964,-9.61115,-0.87741,-0.08015,4.77191
1554682933469,-1.352,-9.58,-0.198,-1.7785,-1.48469,-9.5984,-0.99925,-0.0379,4.67065
1554682933671,-0.895,-9.712,-0.257,-1.7603,-1.50732,-9.5856,-1.14011,-0.07095,4.58503
1554682933874,-1.255,-9.667,-0.337,-1.7501,-1.53155,-9.58335,-1.27636,-0.05755,4.49043
1554682934079,-1.122,-9.658,-0.374,-1.7532,-1.55237,-9.6027,-1.41287,-0.041,4.40104
1554682934284,-1.204,-9.671,-0.266,-1.76475,-1.57118,-9.59025,-1.55559,-0.08385,4.31249
1554682934485,-1.095,-9.689,-0.257,-1.66855,-1.58966,-9.5876,-1.70135,-0.06445,4.22282
1554682934691,-1.292,-9.717,-0.172,-1.6207,-1.61882,-9.609,-1.85112,-0.09685,4.13845
1554682934894,-0.83,-9.66,-0.129,-1.527,-1.6437,-9.61555,-2.0011,-0.06115,4.06
1554682935099,-1.037,-9.739,-0.548,-1.4791,-1.66657,-9.63325,-2.13978,-0.12635,3.96315
1554682935302,-1,-9.64,0.005,-1.4055,-1.68964,-9.638,-2.27813,-0.1432,3.87657
1554682935508,-1.374,-9.645,-0.295,-1.3534,-1.71552,-9.6455,-2.41664,-0.1637,3.7862
1554682935710,-1.375,-9.923,-0.495,-1.32535,-1.74596,-9.663,-2.55959,-0.21725,3.69563
1554682935913,-1.138,-9.694,-0.133,-1.27955,-1.7709,-9.6717,-2.70356,-0.2143,3.6075
1554682936118,-1.478,-9.421,0.446,-1.26515,-1.80168,-9.66245,-2.84436,-0.2037,3.52382
1554682936324,-1.623,-9.506,0.805,-1.2662,-1.82274,-9.66035,-2.97814,-0.16745,3.43868
1554682936523,-2.362,-9.331,0.342,-1.30975,-1.83783,-9.64925,-3.10731,-0.1628,3.35217
1554682936730,-2.334,-9.34,0.487,-1.33625,-1.85042,-9.64015,-3.24737,-0.13115,3.27765
1554682936933,-2.455,-9.521,0.555,-1.39645,-1.86501,-9.6343,-3.39407,-0.1142,3.19625
1554682937140,-1.407,-9.958,0.484,-1.39045,-1.87563,-9.6428,-3.5402,-0.0463,3.10815
1554682937339,-2.497,-10.069,-0.614,-1.45625,-1.91232,-9.65705,-3.67468,-0.04755,3.01964
1554682937542,-0.7,-8.482,-1.155,-1.42365,-1.93308,-9.60215,-3.78789,-0.0954,2.90895
1554682937748,-0.345,-10.2,-3.14,-1.39615,-1.94416,-9.62655,-3.9213,-0.23955,2.78193
1554682937950,0.386,-9.721,0.087,-1.3141,-1.94567,-9.62925,-4.04987,-0.21835,2.68922
1554682938156,-3.142,-9.469,1.368,-1.4151,-1.97271,-9.6198,-4.17906,-0.13125,2.6094
1554682938359,-2.647,-9.162,0.353,-1.48725,-1.99528,-9.59435,-4.30939,-0.1003,2.52487
1554682938562,0.611,-11.455,0.472,-1.40195,-1.98446,-9.68265,-4.46527,-0.06385,2.44094
1554682938766,-2.828,-12.107,0.415,-1.47875,-2.0093,-9.80215,-4.63175,-0.0345,2.35859
1554682938971,-3.124,-8.288,0.632,-1.59345,-2.03511,-9.73355,-4.76763,0.00355,2.28333
1554682939174,-0.496,-9.738,-4.889,-1.5664,-2.03599,-9.7335,-4.91753,-0.2135,2.15184
1554682939379,-3.19,-9.251,0.26,-1.6759,-2.06395,-9.71405,-5.06199,-0.20075,2.07142
1554682939581,-3.536,-8.771,-0.685,-1.784,-2.09676,-9.67035,-5.20051,-0.22025,1.9804
1554682939788,-4.562,-9.41,-1.666,-1.94335,-2.14098,-9.6447,-5.34492,-0.2788,1.878
1554682939989,-3.651,-11.614,-1.527,-2.069,-2.17474,-9.7407,-5.51092,-0.3485,1.77793
1554682940193,-3.426,-8.745,0.793,-2.1664,-2.206,-9.7069,-5.64759,-0.33115,1.70041
1554682940398,-2.487,-9.398,-4.757,-2.2096,-2.22575,-9.7015,-5.79154,-0.60925,1.56751
1554682940600,-1.953,-8.95,0.639,-2.18915,-2.24065,-9.68245,-5.93459,-0.5944,1.49374
1554682940805,-2.959,-9.183,-0.464,-2.2204,-2.2658,-9.6746,-6.0789,-0.64195,1.40445
1554682941009,-3.084,-9.513,-1.115,-2.25185,-2.29201,-9.6742,-6.2261,-0.72545,1.3103
1554682941212,-5.348,-10.823,-1.571,-2.4489,-2.34119,-9.71745,-6.38582,-0.8282,1.21005
1554682941416,-3.839,-8.914,1.351,-2.516,-2.37571,-9.6597,-6.52576,-0.72995,1.13968
1554682941620,-0.566,-8.727,-4.373,-2.5093,-2.37754,-9.67195,-6.66421,-0.89085,1.01207
1554682941824,-3.72,-9.506,-0.49,-2.67805,-2.41135,-9.63725,-6.80978,-0.75835,0.92257
1554682942030,-3.053,-9.184,0.138,-2.85,-2.43781,-9.6104,-6.95194,-0.7558,0.83909
1554682942234,-3.063,-9.472,-3.042,-2.84605,-2.46547,-9.61055,-7.09655,-0.9763,0.72559
1554682942434,-4.439,-11.891,-1.512,-2.93565,-2.50603,-9.747,-7.25636,-1.06955,0.61909
1554682942639,-1.827,-8.093,0.947,-3.05755,-2.52747,-9.5789,-7.38067,-1.0458,0.53914
1554682942842,-1.271,-9.854,-4.903,-2.9797,-2.5368,-9.46625,-7.52206,-1.3117,0.40207
1554682943045,-1.422,-9.127,0.219,-2.8946,-2.55185,-9.5082,-7.65733,-1.33235,0.31693
1554682943250,-2.314,-9.746,-0.646,-2.9855,-2.57292,-9.5086,-7.80215,-1.1202,0.22306
1554682943453,-4.197,-8.912,-0.546,-3.03585,-2.6119,-9.49165,-7.94089,-1.1605,0.13531
1554682943658,-4.761,-12.978,0.137,-3.0971,-2.66016,-9.702,-8.11592,-1.1194,0.0512
1554682943863,2.747,-7.806,2.382,-2.73165,-2.65343,-9.6218,-8.26006,-0.917,0.00417
1554682944066,-1.777,-10.753,-1.863,-2.63795,-2.68857,-9.57875,-8.42844,-0.9338,-0.09363
1554682944269,-0.465,-10.286,1.121,-2.4899,-2.70186,-9.6558,-8.58734,-0.9174,-0.1626
1554682944471,-1.404,-9.246,1.784,-2.43575,-2.71851,-9.6482,-8.7281,-0.59035,-0.22495
1554682944677,-6.008,-8.85,-0.532,-2.6385,-2.78571,-9.6432,-8.87007,-0.6489,-0.31341
1554682944881,-3.039,-9.231,1.298,-2.6425,-2.8267,-9.6456,-8.99879,-0.5608,-0.34388
1554682945084,-4.879,-8.343,1.107,-2.73225,-2.78147,-9.5871,-9.02679,-0.4497,-0.36648
1554682945287,-3.714,-8.934,0.857,-2.65055,-2.63587,-9.49265,-9.08028,-0.3283,-0.41105
1554682945492,-4.439,-8.751,0.541,-2.68055,-2.57152,-9.4845,-9.15039,-0.3688,-0.4143
1554682945694,-3.865,-8.962,0.433,-2.8455,-2.52925,-9.49625,-9.18205,-0.1285,-0.4261
1554682945900,-3.96,-8.959,0.581,-2.8575,-2.47508,-9.4689,-9.23588,-0.07495,-0.40619
1554682946103,-3.46,-9.153,0.516,-2.87785,-2.41129,-9.46735,-9.31473,-0.05605,-0.37618
1554682946306,-3.44,-9.222,-0.076,-2.8967,-2.3737,-9.45485,-9.37704,0.09225,-0.32936
1554682946510,-2.253,-9.832,-1.24,-2.7874,-2.30312,-9.3519,-9.43305,0.10585,-0.32004
1554682946718,-0.645,-9.352,-1.282,-2.7283,-2.22365,-9.41485,-9.48569,-0.0056,-0.31117
1554682946917,-1.623,-9.142,-1.321,-2.7459,-2.16552,-9.37925,-9.52291,0.1735,-0.29624
1554682947122,-2.256,-9.01,-1.165,-2.7876,-2.11328,-9.3734,-9.54994,0.1043,-0.28906
1554682947324,-1.385,-10.326,0.31,-2.74115,-2.07634,-9.4024,-9.59395,0.1521,-0.26464
1554682947528,-4.443,-9.257,-0.198,-2.75345,-2.11317,-9.41965,-9.6011,0.1695,-0.2562
1554682947732,-4.298,-8.655,0.676,-2.7303,-2.17107,-9.2035,-9.57461,0.19645,-0.24104
1554682947937,-4.014,-8.725,0.795,-3.06835,-2.20477,-9.24945,-9.55278,0.1171,-0.23731
1554682948142,-3.986,-9.113,-0.05,-3.1788,-2.22546,-9.16745,-9.5473,0.20775,-0.23955
1554682948348,-3.015,-10.1,-0.843,-3.3063,-2.23629,-9.15815,-9.55201,0.10955,-0.25469
1554682948548,-1.663,-8.97,-0.611,-3.31925,-2.23215,-9.14435,-9.54616,-0.0102,-0.26256
1554682948752,1.558,-9.101,-0.354,-2.94095,-2.19817,-9.1569,-9.54208,-0.0013,-0.26435
1554682948956,0.767,-11.09,-2.088,-2.75065,-2.16939,-9.24985,-9.55791,-0.1706,-0.28488
1554682949161,-2.739,-9.04,1.082,-2.64365,-2.17394,-9.2847,-9.55309,-0.17185,-0.27993
1554682949364,-3.644,-9.152,0.452,-2.64015,-2.19138,-9.2956,-9.54944,-0.1921,-0.27182
1554682949567,-3.299,-9.01,-0.49,-2.58315,-2.19483,-9.30855,-9.54419,-0.24365,-0.29402
1554682949771,-4.863,-10.064,0.208,-2.63305,-2.238,-9.36365,-9.54648,-0.2549,-0.28151
1554682949975,-3.39,-10.352,-1.236,-2.60455,-2.25931,-9.4333,-9.55032,-0.34575,-0.29791
1554682950180,-2.138,-7.907,0.931,-2.53845,-2.2661,-9.371,-9.53227,-0.325,-0.28255
1554682950383,0.764,-10.323,-3.608,-2.32825,-2.24786,-9.42605,-9.54279,-0.5016,-0.31158
1554682950587,0.449,-9.078,0.644,-2.19315,-2.23364,-9.38835,-9.53437,-0.4074,-0.31105
1554682950790,-3.307,-8.982,0.599,-2.32625,-2.23652,-9.36985,-9.52677,-0.31335,-0.29861
1554682950997,-3.854,-9.65,-0.651,-2.4378,-2.25257,-9.39525,-9.53038,-0.27985,-0.30988
1554682951200,-4.569,-11.533,-1.016,-2.55345,-2.27122,-9.5214,-9.55042,-0.2724,-0.31161
1554682951402,-2.652,-9.169,1.671,-2.6168,-2.27779,-9.46355,-9.54826,-0.20435,-0.30246
1554682951605,0.51,-9.8,-3.54,-2.36915,-2.24797,-9.4907,-9.55081,-0.37145,-0.34128
1554682951811,0.362,-10.185,0.719,-2.13615,-2.22019,-9.5672,-9.55771,-0.3693,-0.33524
1554682952014,-2.601,-8.36,0.072,-2.0655,-2.22684,-9.54895,-9.54558,-0.40545,-0.34028
1554682952218,-3.291,-9.42,0.797,-2.03075,-2.23921,-9.5643,-9.54458,-0.3631,-0.33039
1554682952421,-2.083,-12.637,-1.991,-1.98415,-2.24238,-9.69115,-9.57489,-0.4205,-0.35264
1554682952625,-0.436,-8.803,1.45,-1.9228,-2.23072,-9.6828,-9.56744,-0.31745,-0.33894
1554682952828,0.763,-9.248,-4.675,-1.96255,-2.20818,-9.69015,-9.56439,-0.5335,-0.38818
1554682953032,-0.328,-11.446,-0.505,-2.0173,-2.19342,-9.70795,-9.58363,-0.45435,-0.39177
1554682953237,-1.263,-8.695,0.741,-1.9435,-2.19354,-9.6907,-9.5742,-0.4714,-0.38652
1554682953441,-3.8,-8.209,1.034,-1.9513,-2.21627,-9.64355,-9.55841,-0.4423,-0.36744
1554682953644,-3.539,-11.017,-2.41,-1.9633,-2.23985,-9.7439,-9.57074,-0.5383,-0.38565
1554682953847,-5.11,-12.925,-1.581,-1.97565,-2.27743,-9.88695,-9.60419,-0.62775,-0.39948
1554682954052,-1.14,-6.535,0.73,-1.86315,-2.27988,-9.6961,-9.57242,-0.52945,-0.38961
1554682954257,-1.215,-9.6,-3.197,-1.817,-2.27948,-9.78075,-9.57175,-0.73585,-0.41821
1554682954460,1.758,-10.865,-0.856,-1.7673,-2.25068,-9.80785,-9.58382,-0.59825,-0.42303
1554682954662,-3.549,-9.077,-0.249,-1.9672,-2.27413,-9.8078,-9.57788,-0.6429,-0.42286
1554682954867,-2.801,-9.98,-1.115,-1.9419,-2.29119,-9.8577,-9.58079,-0.7286,-0.43144
1554682955069,-3.302,-10.642,0.641,-1.9143,-2.31129,-9.9073,-9.59004,-0.664,-0.42331
1554682955275,-3.645,-9.39,0.362,-1.8681,-2.33944,-9.80015,-9.58734,-0.5951,-0.4184
1554682955476,-1.797,-9.145,1.829,-1.82535,-2.34704,-9.79895,-9.5814,-0.5872,-0.39463
1554682955685,-1.089,-10.17,-1.864,-1.9053,-2.34793,-9.81745,-9.5867,-0.5034,-0.41332
1554682955888,-2.074,-9.769,1.217,-2.0271,-2.35493,-9.79665,-9.58794,-0.4785,-0.3982
1554682956090,-3.68,-9.008,0.723,-2.08105,-2.37798,-9.82905,-9.57879,-0.44595,-0.38602
1554682956292,-2.082,-9.496,0.596,-2.0206,-2.38742,-9.83285,-9.57681,-0.456,-0.37873
1554682956499,-3.631,-9.16,0.015,-2.098,-2.40895,-9.659,-9.5742,-0.3557,-0.38304
1554682956702,-2.997,-9.18,1.034,-2.22605,-2.42269,-9.67785,-9.57094,-0.3765,-0.38075
1554682956903,-2.867,-9.439,-0.002,-2.40755,-2.42774,-9.6874,-9.57202,-0.14285,-0.38419
1554682957107,-2.973,-9.243,0.343,-2.5398,-2.43413,-9.57725,-9.57105,-0.10045,-0.38563
1554682957311,-3.147,-9.138,0.479,-2.634,-2.44105,-9.5994,-9.56722,-0.11355,-0.38639
1554682957517,-4.032,-8.981,0.518,-2.6456,-2.4673,-9.638,-9.55745,-0.13935,-0.38605
1554682957722,-3.471,-9.104,-0.117,-2.6422,-2.47704,-9.54235,-9.5478,-0.0247,-0.38108
