Time,xAcceleration,yAcceleration,zAcceleration,xSMA(20 seconds), xSMA(100 seconds),ySMA(20 seconds),ySMA(100 seconds),zSMA(20 seconds),zSMA(100 seconds)
1554665862700,0.635,2.065,-9.703,0.67945,0.86598,1.99395,1.92465,-9.72015,-9.71415
1554665862701,0.644,1.913,-9.753,0.6754,0.86476,1.99185,1.92409,-9.7218,-9.71453
1554665862816,0.748,2.026,-9.699,0.67765,0.86462,1.9962,1.92528,-9.7194,-9.7142
1554665863748,0.739,2.009,-9.714,0.6832,0.8645,1.9932,1.92535,-9.7199,-9.71419
1554665863749,0.876,2.001,-9.709,0.6946,0.86575,1.99345,1.92573,-9.7193,-9.71404
1554665863750,0.798,2.029,-9.696,0.7012,0.86588,1.99355,1.92656,-9.7179,-9.7138
1554665863751,0.914,1.993,-9.71,0.7152,0.86739,1.99375,1.92681,-9.7176,-9.71362
1554665863831,0.823,1.996,-9.695,0.72045,0.86824,1.9945,1.92741,-9.7156,-9.71341
1554665864752,0.896,2.026,-9.714,0.72985,0.86902,1.9988,1.92824,-9.71505,-9.71329
1554665864753,1.012,1.979,-9.695,0.74495,0.87169,1.9984,1.92848,-9.7136,-9.71308
1554665864754,1.013,1.972,-9.704,0.76025,0.87397,1.9949,1.9292,-9.71355,-9.71276
1554665864755,1.003,1.991,-9.698,0.7754,0.87624,1.9938,1.92977,-9.7128,-9.71237
1554665864829,0.973,2.077,-9.681,0.7887,0.87753,1.99605,1.93058,-9.71115,-9.71213
1554665865776,0.998,1.896,-9.73,0.80345,0.87959,1.9891,1.92997,-9.71245,-9.71238
1554665865777,1.011,2.05,-9.669,0.8171,0.88182,1.99225,1.93159,-9.70955,-9.7116
1554665865778,0.947,1.872,-9.737,0.82855,0.88336,1.9827,1.93089,-9.7111,-9.71172
1554665865779,0.995,1.955,-9.713,0.8452,0.88493,1.9819,1.9308,-9.71035,-9.71165
1554665865847,0.927,2.081,-9.68,0.85795,0.88648,1.98685,1.93252,-9.7083,-9.7112
1554665866802,0.983,1.948,-9.713,0.8809,0.88813,1.9902,1.93292,-9.7073,-9.71102
1554665866803,0.958,1.958,-9.704,0.89465,0.8898,1.99185,1.93286,-9.70585,-9.71087
1554665866804,0.964,1.891,-9.729,0.9111,0.89147,1.98315,1.93249,-9.70715,-9.71087
1554665866805,0.986,2.02,-9.7,0.9282,0.89325,1.9885,1.93363,-9.7045,-9.71054
1554665866886,0.996,2,-9.687,0.9406,0.89521,1.9872,1.93471,-9.7039,-9.70961
1554665867826,0.983,1.939,-9.716,0.9528,0.89591,1.9837,1.92909,-9.704,-9.71204
1554665867827,1.004,1.927,-9.702,0.9592,0.89526,1.98,1.92889,-9.70365,-9.71195
1554665867828,0.969,1.849,-9.743,0.96775,0.89034,1.971,1.93249,-9.706,-9.7117
1554665867829,0.928,2.101,-9.665,0.96845,0.88672,1.9764,1.93798,-9.70375,-9.71086
1554665867904,0.978,1.915,-9.721,0.9762,0.88281,1.97235,1.94131,-9.70505,-9.71089
1554665868848,0.88,2.178,-9.658,0.9754,0.87792,1.97995,1.94774,-9.70225,-9.7099
1554665868849,1.053,2,-9.689,0.97745,0.8744,1.981,1.95163,-9.70195,-9.70966
1554665868850,1.126,1.82,-9.706,0.9831,0.87284,1.9734,1.95412,-9.70205,-9.70937
1554665868851,1.2,1.616,-9.746,0.99295,0.86911,1.95465,1.95435,-9.70445,-9.70961
1554665868921,1.216,1.472,-9.776,1.0051,0.86669,1.9244,1.95194,-9.7092,-9.71069
1554665869127,1.011,1.286,-9.829,1.00575,0.85976,1.8939,1.94828,-9.71415,-9.71223
1554665869333,1.177,1.118,-9.839,1.01405,0.85431,1.8473,1.94495,-9.72265,-9.71354
1554665869537,0.843,1.093,-9.82,1.00885,0.84547,1.80835,1.94038,-9.7268,-9.71476
1554665869749,0.89,1.251,-9.842,1.0036,0.8369,1.77315,1.93701,-9.73325,-9.71654
1554665869946,0.945,1.334,-9.792,1.0045,0.82884,1.7358,1.93392,-9.73885,-9.71766
1554665870582,0.77,1.329,-9.825,0.99385,0.81965,1.70485,1.93118,-9.74445,-9.71892
1554665870583,0.614,1.016,-9.884,0.97665,0.81003,1.65775,1.92359,-9.75345,-9.72126
1554665870584,0.587,1.229,-9.846,0.9578,0.80157,1.62465,1.91809,-9.7593,-9.72261
1554665871718,0.614,1.283,-9.876,0.9392,0.79406,1.5878,1.912,-9.7681,-9.72445
1554665871719,0.564,1.659,-9.78,0.9176,0.78845,1.57075,1.90601,-9.77275,-9.72625
1554665871720,0.448,2.108,-9.67,0.89085,0.7823,1.5792,1.90476,-9.77045,-9.72658
1554665871721,0.2,2.324,-9.647,0.85065,0.77371,1.59905,1.90604,-9.7677,-9.72687
1554665871722,0.18,2.187,-9.695,0.8112,0.76629,1.61595,1.90712,-9.7653,-9.72682
1554665871754,0.28,2.009,-9.748,0.7788,0.75914,1.61135,1.90781,-9.76945,-9.72716
1554665872745,0.33,2.003,-9.737,0.7464,0.75318,1.61575,1.90844,-9.77025,-9.72737
1554665872746,0.338,2.061,-9.719,0.7193,0.74759,1.6099,1.9101,-9.7733,-9.72728
1554665872747,0.393,2.027,-9.719,0.6863,0.74228,1.61125,1.91176,-9.7748,-9.72716
1554665872748,0.418,2.044,-9.72,0.6509,0.73733,1.62245,1.91307,-9.7755,-9.72707
1554665872792,0.489,1.998,-9.727,0.61535,0.73325,1.64155,1.91373,-9.77455,-9.72716
1554665873770,0.449,2.081,-9.706,0.577,0.72877,1.672,1.91583,-9.77105,-9.72695
1554665873771,0.518,2.009,-9.726,0.55235,0.72514,1.70815,1.91762,-9.7659,-9.7269
1554665873772,0.456,2.072,-9.687,0.5163,0.72195,1.75585,1.91919,-9.7583,-9.72653
1554665873773,0.48,2.132,-9.706,0.49815,0.71935,1.8078,1.92103,-9.7526,-9.72624
1554665873811,0.549,2.31,-9.557,0.4811,0.71728,1.86075,1.92592,-9.73835,-9.72438
1554665874793,1.184,1.722,-9.778,0.49305,0.72239,1.88015,1.92453,-9.73765,-9.72457
1554665874794,1.106,0.881,-9.843,0.50985,0.72686,1.85775,1.91423,-9.73855,-9.72577
1554665874795,1.033,0.717,-9.939,0.5308,0.73092,1.8428,1.90276,-9.7413,-9.72754
1554665874796,1.13,0.973,-9.832,0.55795,0.73826,1.83,1.89146,-9.7406,-9.7288
1554665874829,0.986,0.999,-9.84,0.57655,0.74495,1.8158,1.88031,-9.7388,-9.73007
1554665875811,1.073,0.949,-9.848,0.602,0.7533,1.7803,1.86919,-9.7422,-9.73144
1554665875812,0.932,1.054,-9.843,0.6262,0.75893,1.7276,1.85959,-9.75085,-9.7326
1554665875813,1.101,0.991,-9.856,0.67125,0.76576,1.66095,1.84904,-9.7613,-9.73385
1554665875814,0.918,0.916,-9.836,0.70815,0.77081,1.5974,1.83843,-9.76835,-9.73484
1554665875847,0.999,0.971,-9.857,0.7441,0.77649,1.5455,1.8278,-9.7738,-9.73623
1554665876836,0.998,1.032,-9.843,0.7775,0.78141,1.49695,1.81683,-9.7791,-9.73767
1554665876837,0.921,0.991,-9.85,0.80665,0.78457,1.44345,1.80548,-9.78565,-9.73931
1554665876838,0.979,0.993,-9.863,0.83595,0.78727,1.39175,1.79673,-9.79285,-9.74035
1554665876839,0.886,1.083,-9.823,0.85935,0.78919,1.3437,1.78808,-9.798,-9.7414
1554665876866,0.953,0.992,-9.856,0.88255,0.79111,1.2934,1.77794,-9.80445,-9.74277
1554665877049,0.937,1.056,-9.848,0.90695,0.79357,1.24215,1.76729,-9.81155,-9.7444
1554665878073,0.89,1.049,-9.832,0.92555,0.79601,1.19415,1.7582,-9.81685,-9.74537
1554665878074,0.962,1.003,-9.848,0.95085,0.79861,1.1407,1.74798,-9.8249,-9.74665
1554665878075,0.932,1.002,-9.847,0.97345,0.80125,1.0842,1.73812,-9.83195,-9.74796
1554665878076,0.954,1.054,-9.852,0.9937,0.80371,1.0214,1.72789,-9.8467,-9.7495
1554665878077,0.981,1.014,-9.841,0.98355,0.80653,0.986,1.71863,-9.84985,-9.75061
1554665878681,0.969,0.925,-9.862,0.9767,0.80939,0.9882,1.70784,-9.8508,-9.75195
1554665878682,0.951,0.974,-9.84,0.9726,0.81203,1.00105,1.6967,-9.84585,-9.75342
1554665878683,0.941,1.024,-9.836,0.96315,0.81389,1.0036,1.68707,-9.84605,-9.75465
1554665879724,0.921,0.989,-9.843,0.9599,0.81585,1.0031,1.67741,-9.8462,-9.75588
1554665879725,0.984,0.89,-9.858,0.95545,0.81866,1.00015,1.66692,-9.8467,-9.75699
1554665879726,1,0.854,-9.864,0.95885,0.82238,0.99015,1.65477,-9.84775,-9.75859
1554665879728,1.01,0.775,-9.86,0.9543,0.826,0.97935,1.64256,-9.84795,-9.75998
1554665879729,1.007,0.746,-9.875,0.95875,0.82941,0.97085,1.62975,-9.8499,-9.76149
1554665880361,0.964,0.794,-9.865,0.957,0.83271,0.962,1.6178,-9.8503,-9.76298
1554665880362,0.956,0.791,-9.862,0.9549,0.83509,0.94995,1.6059,-9.85125,-9.76425
1554665880363,0.919,0.85,-9.863,0.9548,0.8372,0.9429,1.595,-9.8519,-9.76563
1554665881575,0.904,0.858,-9.863,0.95105,0.83914,0.93615,1.58371,-9.8519,-9.76702
1554665881576,0.92,0.883,-9.849,0.95275,0.84127,0.92615,1.57212,-9.8532,-9.76846
1554665881577,0.898,0.802,-9.873,0.95,0.84325,0.91665,1.56001,-9.85405,-9.77006
1554665881578,0.904,0.824,-9.866,0.94835,0.84522,0.90505,1.54793,-9.85495,-9.77158
1554665881579,0.875,0.844,-9.865,0.9476,0.84694,0.8948,1.53602,-9.8566,-9.77319
1554665881580,0.882,0.839,-9.864,0.9436,0.84838,0.8866,1.52454,-9.8574,-9.77456
1554665882573,0.871,0.825,-9.868,0.94055,0.84991,0.87775,1.51216,-9.85845,-9.77618
1554665882574,0.877,0.831,-9.87,0.9367,0.85206,0.8666,1.50076,-9.85935,-9.7776
1554665882575,0.972,0.89,-9.851,0.93625,0.85506,0.8604,1.48984,-9.85985,-9.7789
1554665882576,0.976,1.129,-9.778,0.9366,0.85958,0.8706,1.48232,-9.85565,-9.77935
1554665882577,1.012,1.024,-9.873,0.93965,0.86287,0.8731,1.47331,-9.8573,-9.78075
1554665883595,1.227,0.972,-9.876,0.95395,0.86879,0.8705,1.46238,-9.8593,-9.78248
1554665883596,1.164,1.05,-9.792,0.9661,0.87399,0.87355,1.45375,-9.85675,-9.78287
1554665883597,1.398,1.204,-9.796,0.9868,0.88049,0.88925,1.44553,-9.85365,-9.78384
1554665883598,1.359,1.186,-9.808,1.00475,0.88669,0.90585,1.4373,-9.85085,-9.78478
1554665883599,1.332,1.402,-9.754,1.02085,0.89125,0.9372,1.43131,-9.84555,-9.78523
1554665883791,1.154,1.661,-9.733,1.0282,0.89481,0.98295,1.42763,-9.83845,-9.7856
1554665883974,2.384,0.366,-11.294,1.0992,0.90951,0.96155,1.41136,-9.9099,-9.80144
1554665885036,2.582,-2.532,-9.358,1.1805,0.9271,0.7954,1.36608,-9.8847,-9.79807
1554665885037,1.601,-4.72,-7.894,1.2146,0.93415,0.5169,1.29862,-9.78625,-9.77987
1554665885040,0.872,-6.902,-5.58,1.213,0.93275,0.1289,1.20981,-9.5721,-9.73872
1554665885041,-2.224,-11.169,-3.075,1.0558,0.90038,-0.4737,1.0784,-9.2334,-9.67243
1554665885042,-2.629,-8.487,-0.714,0.87945,0.86406,-0.93815,0.97362,-8.77545,-9.58259
1554665886068,-3.352,-6.922,-2.88,0.66665,0.82081,-1.32545,0.88363,-8.42615,-9.51458
1554665886069,-2.401,-10.835,-0.016,0.50285,0.78682,-1.9094,0.75632,-7.9337,-9.41744
1554665886070,-3.159,-8.168,-0.455,0.3008,0.74512,-2.35975,0.65414,-7.46325,-9.3253
1554665886071,-8.275,-9.282,-1.558,-0.1565,0.6529,-2.8651,0.5426,-7.04775,-9.24351
1554665886072,-4.754,-12.036,-0.382,-0.43805,0.59541,-3.50845,0.40269,-6.57335,-9.1502
1554665886656,0.475,-5.015,-0.759,-0.4629,0.59089,-3.8037,0.33173,-6.11875,-9.06099
1554665886657,-5.115,-12.429,-2.043,-0.76745,0.52991,-4.4816,0.18796,-5.732,-8.98429
1554665886658,-3.072,-7.221,-0.239,-0.97165,0.48961,-4.89385,0.09617,-5.2503,-8.88964
1554665887702,-9.036,-9.39,-2.73,-1.4848,0.38961,-5.41195,-0.01664,-4.893,-8.81965
1554665887703,-4.884,-11.438,0.599,-1.7872,0.33091,-6.03635,-0.15122,-4.37345,-8.71666
1554665887704,-1.078,-7.811,-3.903,-1.911,0.31017,-6.4871,-0.24933,-4.0788,-8.65882
1554665887705,-2.795,-9.772,-0.227,-2.1187,0.27239,-7.035,-0.36644,-3.59975,-8.56393
1554665887706,-3.535,-6.795,-0.776,-2.36205,0.227,-7.44485,-0.45366,-3.15085,-8.47467
1554665888714,-8.569,-8.963,-3.137,-2.8482,0.13162,-7.97605,-0.56178,-2.82105,-8.40861
1554665888715,-4.838,-12.446,0.65,-3.2093,0.07396,-8.61665,-0.70725,-2.22385,-8.30546
1554665888716,-1.515,-7.089,1.887,-3.41415,0.04903,-8.8445,-0.79729,-1.6616,-8.18938
1554665888717,-0.516,-11.688,0.938,-3.52,0.03507,-9.1929,-0.93595,-1.22,-8.08342
1554665888718,-4.635,-8.878,-3.566,-3.79535,-0.02181,-9.2917,-1.04473,-1.1193,-8.02219
1554665889743,-5.218,-8.521,-0.127,-3.94505,-0.08525,-9.1593,-1.14814,-0.9719,-7.9264
1554665889744,-6.196,-9.906,-1.807,-4.1234,-0.15921,-9.23025,-1.26336,-1.02655,-7.84701
1554665889745,-4.207,-8.539,-0.889,-4.16615,-0.21344,-9.3111,-1.36347,-0.927,-7.75814
1554665889746,0.219,-7.619,-1.909,-4.03515,-0.22136,-9.1503,-1.45252,-1.02165,-7.67894
1554665889747,-2.337,-10.436,-5.096,-3.99405,-0.2565,-9.2637,-1.56806,-1.2537,-7.63151
1554665890766,-3.652,-9.011,-0.229,-3.7629,-0.30145,-9.25015,-1.6691,-1.18725,-7.5356
1554665890767,-4.086,-7.791,-0.397,-3.7295,-0.35121,-9.0379,-1.75952,-1.188,-7.44115
1554665890768,-7.802,-10.939,-2.269,-4.14335,-0.43868,-9.3341,-1.88225,-1.2635,-7.36592
1554665890769,-3.609,-9.099,1.636,-4.06805,-0.48247,-9.1676,-1.98653,-1.07955,-7.25131
1554665890770,-4.381,-8.465,-5.073,-4.1335,-0.53242,-9.2298,-2.08134,-1.32125,-7.2032
1554665891783,-1.545,-7.962,1.686,-3.75895,-0.55374,-9.1584,-2.17325,-1.10045,-7.08788
1554665891784,-3.917,-9.191,-0.734,-3.7106,-0.59905,-9.04605,-2.27799,-1.1671,-6.99646
1554665891785,-8.757,-9.585,-2.971,-4.09455,-0.69226,-9.13475,-2.39043,-1.1205,-6.92837
1554665891786,-3.342,-10.585,0.697,-4.1219,-0.73016,-9.1754,-2.51736,-1.0743,-6.8247
1554665891787,-1.477,-7.047,-4.321,-4.019,-0.74693,-9.188,-2.61107,-1.25155,-6.77144
1554665892831,-4.094,-9.899,-0.931,-3.79525,-0.78967,-9.2348,-2.73193,-1.14125,-6.6838
1554665892832,-3.759,-7.969,0.276,-3.7413,-0.83006,-9.01095,-2.83171,-1.15995,-6.58356
1554665892833,-5.955,-8.582,-1.074,-3.9633,-0.89291,-9.0856,-2.93756,-1.308,-6.49693
1554665892834,-4.371,-11.923,-0.615,-4.15605,-0.94,-9.09735,-3.0774,-1.38565,-6.40589
1554665892835,-2.53,-6.004,-1.51,-4.0508,-0.96923,-8.95365,-3.15771,-1.28285,-6.3238
1554665893824,-4.866,-10.245,-3.197,-4.0332,-1.02207,-9.03985,-3.2806,-1.43635,-6.25857
1554665893825,-3.298,-8.872,-1.501,-3.8883,-1.05994,-8.98815,-3.3893,-1.42105,-6.17631
1554665893826,-3.717,-8.829,-0.231,-3.8638,-1.1016,-9.00265,-3.4984,-1.38815,-6.08156
1554665893827,-3.296,-9.206,-0.64,-4.03955,-1.13974,-9.082,-3.61055,-1.3247,-5.9907
1554665893828,-3.558,-9.043,-0.521,-4.1006,-1.17988,-9.01235,-3.7217,-1.09595,-5.89904
1554665894467,-3.622,-9.043,-0.681,-4.0991,-1.2209,-9.01395,-3.83345,-1.11855,-5.80879
1554665894468,-3.426,-9.049,-0.708,-4.0661,-1.26065,-9.07685,-3.94704,-1.1341,-5.7203
1554665894469,-3.539,-9.01,-0.846,-3.85295,-1.30788,-8.9804,-4.05436,-1.06295,-5.63098
1554665894588,-4.053,-8.913,-1.033,-3.87515,-1.35947,-8.9711,-4.1523,-1.1964,-5.54288
1554665894771,-4.648,-8.794,-0.407,-3.8885,-1.41628,-8.98755,-4.24741,-0.9631,-5.44756
1554665895877,-3.953,-8.692,0.473,-4.0089,-1.46711,-9.02405,-4.34406,-1.02375,-5.34451
1554665895878,-5.825,-9.131,-3.201,-4.1043,-1.53522,-9.02105,-4.44536,-1.1471,-5.27812
1554665895879,-5.483,-8.861,0.576,-3.9406,-1.60078,-8.98485,-4.54346,-0.96975,-5.17388
1554665895880,-1.008,-8.758,-3.928,-3.8239,-1.62018,-8.8935,-4.64158,-1.201,-5.11473
1554665895881,-3.04,-9.717,-0.245,-3.90205,-1.66159,-9.027,-4.74866,-0.9972,-5.01862
1554665895992,-3.461,-8.229,-0.532,-3.8704,-1.70538,-8.9435,-4.84011,-0.97725,-4.92558
1554665896930,-7.419,-9.161,-1.41,-4.0534,-1.78956,-9.0031,-4.94143,-1.06155,-4.84111
1554665896931,-5.292,-12.209,-0.753,-4.02025,-1.85246,-9.18445,-5.07384,-1.0455,-4.75021
1554665896932,0.242,-4.326,-0.022,-3.7896,-1.85925,-8.8046,-5.12701,-1.01585,-4.65193
1554665896933,-4.827,-12.722,-3.344,-3.90445,-1.91731,-9.1405,-5.26416,-1.10755,-4.58674
1554665897008,-3.82,-6.638,-0.797,-3.85215,-1.96437,-8.96015,-5.34137,-0.98755,-4.49648
1554665897934,-6.769,-9.094,-0.748,-4.0257,-2.04159,-8.97125,-5.44223,-0.9499,-4.4054
1554665897935,-5.124,-12.884,-1.217,-4.09605,-2.1022,-9.174,-5.58163,-0.9992,-4.31909
1554665897936,-0.988,-4.12,-0.797,-3.98065,-2.12098,-8.9197,-5.63332,-1.00705,-4.22874
1554665897937,-5.02,-11.973,-2.771,-4.05375,-2.1808,-9.0662,-5.76308,-1.11955,-4.15797
1554665898048,-3.306,-7.617,-0.425,-4.03795,-2.22318,-8.9949,-5.84927,-1.10675,-4.06375
1554665898252,-7.959,-8.915,-2.475,-4.2646,-2.31231,-8.9882,-5.94896,-1.1951,-3.98998
1554665898456,-6.008,-12.322,0.145,-4.38805,-2.3822,-9.1538,-6.08232,-1.14555,-3.89012
1554665898659,-2.114,-5.873,1.508,-4.2911,-2.41303,-9.0018,-6.1503,-1.0185,-3.77642
1554665898862,-0.861,-11.942,0.116,-4.10175,-2.43115,-9.1592,-6.27946,-0.99235,-3.67686
1554665899066,-4.551,-8.799,-3.585,-4.13165,-2.48607,-9.16455,-6.37769,-1.19525,-3.61435
1554665899631,-3.54,-9.122,-0.186,-4.0174,-2.53068,-9.1641,-6.4788,-1.0445,-3.51778
1554665899632,-4.615,-8.578,0.064,-3.974,-2.58667,-9.14995,-6.57348,-1.0701,-3.41856
1554665899677,-4.476,-8.554,-0.313,-4.1474,-2.64143,-9.13975,-6.66756,-0.88935,-3.32305
1554665899860,-4.879,-8.57,-0.849,-4.23935,-2.70032,-9.0824,-6.76101,-0.91955,-3.23294
1554665901025,-5.511,-8.177,-0.132,-4.34185,-2.7655,-9.0798,-6.85024,-0.89955,-3.13551
1554665901026,-6.269,-9.446,-2.269,-4.28435,-2.83783,-9.09405,-6.95264,-0.9425,-3.05955
1554665901027,-5.621,-8.66,0.557,-4.3008,-2.9036,-8.9166,-7.04715,-0.877,-2.95536
1554665901028,0.433,-7.843,-2.635,-4.29125,-2.90846,-9.09245,-7.13408,-1.00765,-2.88308
1554665901029,-3.103,-11.242,-3.722,-4.20505,-2.94853,-9.01845,-7.25508,-1.02655,-2.82167
1554665901102,-3.121,-7.494,1.041,-4.1701,-2.98894,-9.06125,-7.33885,-0.93465,-2.71277
1554665902026,-6.231,-8.721,-0.691,-4.1432,-3.06023,-9.0426,-7.43408,-0.9318,-2.62095
1554665902027,-7.242,-12.425,-1.33,-4.2491,-3.14169,-9.01965,-7.56657,-0.93745,-2.53559
1554665902028,-0.315,-4.925,0.558,-4.21545,-3.15359,-9.0599,-7.62426,-0.8697,-2.43136
1554665902029,-5.159,-11.033,-4.669,-4.2224,-3.214,-9.0129,-7.74298,-0.9646,-2.37941
1554665902102,-2.824,-8.219,0.139,-4.1983,-3.25095,-9.043,-7.83342,-0.9364,-2.27934
1554665903076,-5.92,-7.947,-1.118,-4.09635,-3.31892,-8.9946,-7.9212,-0.86855,-2.19182
1554665903077,-7.199,-13.214,-0.946,-4.1559,-3.40063,-9.0392,-8.06224,-0.9231,-2.10277
1554665903078,-0.888,-4.731,0.274,-4.0946,-3.41927,-8.9821,-8.12084,-0.9848,-2.00225
1554665903079,-4.441,-11.069,-4.791,-4.2736,-3.4738,-8.93845,-8.24177,-1.23015,-1.95143
1554665903117,-3.381,-8.678,-0.255,-4.2151,-3.51988,-8.9324,-8.33827,-1.06365,-1.85522
1554665903322,-4.9,-7.895,-1.523,-4.2831,-3.58052,-8.87105,-8.42772,-1.1305,-1.77253
1554665903557,-5.848,-12.727,-0.799,-4.34475,-3.65298,-9.0785,-8.56703,-1.17365,-1.68256
1554665903745,-2.37,-5.095,-0.421,-4.23945,-3.69027,-8.90555,-8.62984,-1.17905,-1.58869
1554665904321,-4.917,-10.791,-3.798,-4.24135,-3.75276,-9.0166,-8.75177,-1.3265,-1.52913
1554665904322,-2.647,-8.989,-0.743,-4.09815,-3.79077,-9.0572,-8.85827,-1.35705,-1.43923
1554667133033,-2.633,8.829,3.4,-3.91635,-3.84094,-8.14345,-8.77364,-1.0736,-1.29229
1554667133236,-2.906,8.793,4.742,-3.7806,-3.89582,-7.2708,-8.66039,-0.86435,-1.15129
1554667133440,-2.604,8.219,4.793,-3.93245,-3.93787,-6.4677,-8.531,-0.49295,-1.02442
1554667133648,-2.286,8.059,4.94,-3.8916,-3.96945,-5.50265,-8.38139,-0.05985,-0.91922
1554667133853,-2.658,7.921,5.976,-3.86845,-3.97379,-4.7319,-8.19049,0.1869,-0.82871
1554667134057,-2.135,7.712,5.088,-3.66365,-3.96885,-3.91025,-8.0285,0.47585,-0.77069
1554667134258,-2.651,8.535,4.326,-3.4341,-3.96184,-2.86225,-7.87393,0.75865,-0.69863
1554667134465,-2.997,8.645,4.16,-3.5682,-3.9678,-2.18375,-7.67913,0.93875,-0.65687
1554667134663,-2.244,8.384,4.415,-3.42245,-3.95865,-1.2129,-7.51361,1.39295,-0.60817
1554667134868,-2.729,8.683,4.325,-3.4177,-3.90319,-0.3678,-7.33396,1.60225,-0.54934
1554667135073,-2.963,8.454,4.156,-3.26985,-3.88528,0.45225,-7.12906,1.86595,-0.50396
1554667135274,-2.52,8.16,4.73,-3.0359,-3.91523,1.52095,-6.99731,2.14975,-0.44907
1554667135477,-3.002,8.431,4.552,-3.1416,-3.8941,2.17905,-6.78871,2.36365,-0.38312
1554667135682,-2.855,8.016,5.203,-3.0623,-3.89193,3.1333,-6.63634,2.86335,-0.3287
1554667135885,-2.48,7.951,5.158,-3.01725,-3.82637,3.96475,-6.46293,3.134,-0.24982
1554667136091,-2.979,8.308,4.942,-2.9212,-3.80732,4.7749,-6.26547,3.45725,-0.20639
1554667136295,-2.503,7.975,5.241,-2.75395,-3.82157,5.81,-6.10761,3.75925,-0.11495
1554667136501,-2.246,8.122,4.827,-2.74775,-3.81608,6.47085,-5.92867,4.02165,-0.06441
1554667136702,-2.949,8.465,4.868,-2.64935,-3.81022,7.43365,-5.77607,4.45495,-0.00797
1554667136908,-2.353,7.96,5.248,-2.63465,-3.74806,8.2811,-5.60684,4.7545,0.07588
1554667137116,-2.232,8.156,4.912,-2.6146,-3.722,8.24745,-5.40082,4.8301,0.1185
1554667137312,-2.716,8.304,5.072,-2.6051,-3.73401,8.223,-5.24689,4.8466,0.15035
1554667137519,-1.973,7.812,5.841,-2.57355,-3.74858,8.20265,-5.05189,4.899,0.19938
1554667137717,-1.762,8.453,4.63,-2.54735,-3.71985,8.22235,-4.87858,4.8835,0.28134
1554667137921,-0.464,8.385,5.165,-2.43765,-3.67231,8.24555,-4.70952,4.84295,0.33426
1554667138125,0.029,5.595,6.605,-2.32945,-3.61006,8.1397,-4.55451,4.9188,0.41838
1554667138328,-1.45,5.336,8.566,-2.2694,-3.58249,7.97975,-4.41576,5.1308,0.51293
1554667138534,-4.61,4.177,8.088,-2.35005,-3.63078,7.75635,-4.2978,5.3272,0.6129
1554667138737,-4.911,4.298,7.086,-2.4834,-3.65652,7.55205,-4.15046,5.46075,0.73472
1554667139086,-0.072,2.665,10.349,-2.35055,-3.62072,7.25115,-4.0337,5.76195,0.8405
1554667139177,-3.967,3.081,8.716,-2.40075,-3.61953,6.9825,-3.92498,5.98995,0.93163
1554667139346,-3.703,3.228,8.394,-2.4599,-3.57854,6.7359,-3.78331,6.17315,1.03826
1554667139550,-3.7,0.101,9.6,-2.4948,-3.57945,6.3194,-3.69131,6.42555,1.1179
1554667139756,-5.129,0.825,9.439,-2.6085,-3.58693,5.95985,-3.59841,6.63735,1.26302
1554667139961,0.609,1.47,8.975,-2.45405,-3.56539,5.6358,-3.50409,6.8282,1.33591
1554667140165,-1.188,0.131,9.325,-2.3645,-3.5381,5.22695,-3.41087,7.04735,1.4365
1554667140369,-0.322,0.281,9.771,-2.25545,-3.45375,4.84225,-3.31221,7.27385,1.56392
1554667140575,-0.342,0.096,9.816,-2.16025,-3.42375,4.44095,-3.2054,7.5233,1.65511
1554667140775,0.182,0.473,9.798,-2.0037,-3.40716,4.04135,-3.1302,7.7698,1.7963
1554667140977,0.179,0.314,9.788,-1.8771,-3.36443,3.65905,-3.02807,7.9968,1.90349
1554667141183,0.09,0.302,9.809,-1.761,-3.32594,3.26635,-2.94536,8.24165,1.99882
1554667141388,0.059,0.266,9.804,-1.62225,-3.2658,2.86445,-2.85688,8.47825,2.1076
1554667141592,0.105,0.355,9.82,-1.51835,-3.22104,2.4916,-2.7341,8.6772,2.21195
1554667141804,0.161,0.004,9.751,-1.4222,-3.19413,2.06915,-2.67402,8.93325,2.32456
1554667142000,0.069,0.356,9.813,-1.39555,-3.14478,1.6677,-2.56801,9.16565,2.45466
1554667142208,0.062,0.523,9.857,-1.3939,-3.11118,1.4141,-2.47406,9.32825,2.56824
1554667142402,0.074,-0.077,9.727,-1.3177,-3.07327,1.14345,-2.38654,9.3863,2.66782
1554667142615,0.139,0.334,9.817,-1.08025,-3.03892,0.9513,-2.29114,9.47275,2.77239
1554667142812,0.024,0.495,9.852,-0.8335,-3.0031,0.76115,-2.19576,9.61105,2.87612
1554667143019,0.102,-0.046,9.749,-0.8248,-2.96586,0.6256,-2.10579,9.58105,2.98042
1554667143224,0.108,0.314,9.813,-0.62105,-2.93052,0.48725,-2.01216,9.6359,3.08563
1554667143423,0.041,0.447,9.839,-0.43385,-2.89472,0.3482,-1.91759,9.70815,3.19248
1554667143637,0.104,-0.022,9.749,-0.24365,-2.85315,0.34205,-1.82868,9.7156,3.3003
1554667143843,0.109,0.341,9.817,0.01825,-2.80558,0.31785,-1.73733,9.7345,3.40254
1554667144044,0.036,0.368,9.834,-0.0104,-2.76569,0.26275,-1.64673,9.77745,3.49615
1554667144248,0.103,0.032,9.763,0.05415,-2.70641,0.2578,-1.5551,9.79935,3.62579
