1,1554682903904,0.095,6.22,7.622,4-7-19 evening
2,1554682904105,-0.096,6.148,7.774,4-7-19 evening
3,1554682904310,-0.205,6.217,7.609,4-7-19 evening
4,1554682904523,-0.317,6.214,7.553,4-7-19 evening
5,1554682904729,-0.37,6.243,7.663,4-7-19 evening
6,1554682904920,-0.398,6.278,7.639,4-7-19 evening
7,1554682905137,-0.397,6.27,7.644,4-7-19 evening
8,1554682905326,-0.332,6.343,7.531,4-7-19 evening
9,1554682905527,-0.229,6.437,7.561,4-7-19 evening
10,1554682905738,-0.29,6.913,7.714,4-7-19 evening
11,1554682905940,-0.035,6.706,6.358,4-7-19 evening
12,1554682906143,-0.022,6.692,6.976,4-7-19 evening
13,1554682906345,-0.022,6.68,7.299,4-7-19 evening
14,1554682906553,0.149,6.371,7.681,4-7-19 evening
15,1554682906752,-0.394,6.282,7.512,4-7-19 evening
16,1554682906956,-0.284,6.234,7.768,4-7-19 evening
17,1554682907162,-0.452,6.284,7.529,4-7-19 evening
18,1554682907362,-0.373,6.176,7.56,4-7-19 evening
19,1554682907565,-0.31,6.158,7.804,4-7-19 evening
20,1554682907769,-0.33,6.059,7.751,4-7-19 evening
21,1554682907975,-0.324,6.067,7.744,4-7-19 evening
22,1554682908177,-0.366,6.022,7.835,4-7-19 evening
23,1554682908383,-0.315,5.923,7.772,4-7-19 evening
24,1554682908586,-0.367,5.946,7.893,4-7-19 evening
25,1554682908789,-0.356,5.815,7.924,4-7-19 evening
26,1554682908995,-0.409,5.804,7.981,4-7-19 evening
27,1554682909198,-0.401,5.719,7.964,4-7-19 evening
28,1554682909401,-0.357,5.668,8.027,4-7-19 evening
29,1554682909605,-0.036,5.039,8.465,4-7-19 evening
30,1554682909810,0.203,4.62,8.822,4-7-19 evening
31,1554682910013,0.169,4.654,8.614,4-7-19 evening
32,1554682910216,0.126,4.681,8.629,4-7-19 evening
33,1554682910419,-0.099,4.038,8.256,4-7-19 evening
34,1554682910624,2.007,3.856,8.998,4-7-19 evening
35,1554682910830,2.513,1.611,9.714,4-7-19 evening
36,1554682911034,0.419,2.458,9.85,4-7-19 evening
37,1554682911235,1.138,2.321,9.241,4-7-19 evening
38,1554682911437,0.661,3.095,9.204,4-7-19 evening
39,1554682911642,1.557,4.979,8.374,4-7-19 evening
40,1554682911846,1.33,5.076,8.37,4-7-19 evening
41,1554682912050,1.297,5.147,8.342,4-7-19 evening
42,1554682912254,1.311,5.131,7.878,4-7-19 evening
43,1554682912455,1.153,2.604,9.928,4-7-19 evening
44,1554682912807,1.368,4.374,8.305,4-7-19 evening
45,1554682913205,1.168,3.958,9.123,4-7-19 evening
46,1554682913414,0.96,3.993,8.565,4-7-19 evening
47,1554682913614,0.677,4.601,8.589,4-7-19 evening
48,1554682913818,0.753,4.887,8.71,4-7-19 evening
49,1554682914022,1.624,5.26,8.265,4-7-19 evening
50,1554682914226,1.658,5.338,7.716,4-7-19 evening
51,1554682914430,1.25,4.129,9.137,4-7-19 evening
52,1554682914634,1.307,4.195,8.663,4-7-19 evening
53,1554682914839,1.214,4.206,8.742,4-7-19 evening
54,1554682915041,1.669,4.372,8.562,4-7-19 evening
55,1554682915515,1.356,4.703,8.68,4-7-19 evening
56,1554682915717,1.6,4.659,8.814,4-7-19 evening
57,1554682915924,0.483,3.872,9.319,4-7-19 evening
58,1554682916128,-0.853,3.586,8.993,4-7-19 evening
59,1554682916327,-1.075,4.666,7.939,4-7-19 evening
60,1554682916534,-0.996,5.149,8.695,4-7-19 evening
61,1554682916740,-0.345,4.655,9.294,4-7-19 evening
62,1554682916945,1.172,3.379,8.237,4-7-19 evening
63,1554682917143,1.376,2.839,9.914,4-7-19 evening
64,1554682917350,0.763,3.141,9.562,4-7-19 evening
65,1554682917551,0.537,3.136,9.358,4-7-19 evening
66,1554682917755,-0.438,3.45,9.35,4-7-19 evening
67,1554682917962,-0.39,3.871,8.806,4-7-19 evening
68,1554682918164,-0.471,4.133,8.865,4-7-19 evening
69,1554682918368,-0.344,4.541,8.65,4-7-19 evening
70,1554682918571,-0.543,5.3,8.158,4-7-19 evening
71,1554682918776,-0.408,5.252,8.26,4-7-19 evening
72,1554682918977,-0.394,5.195,8.302,4-7-19 evening
73,1554682919185,-0.255,5.081,8.417,4-7-19 evening
74,1554682919388,-0.14,5.031,8.574,4-7-19 evening
75,1554682919592,-0.275,4.986,8.48,4-7-19 evening
76,1554682919795,-0.3,4.922,8.545,4-7-19 evening
77,1554682920002,-0.512,4.997,8.533,4-7-19 evening
78,1554682920200,-0.463,5.355,8.016,4-7-19 evening
79,1554682920408,-0.444,5.248,8.465,4-7-19 evening
