1,1554663317889,-5.135,7.416,3.987,4-7-19
2,1554663317929,-5.008,7.575,3.912,4-7-19
3,1554663318010,-4.743,7.598,4.138,4-7-19
4,1554663318091,-5.168,7.384,3.782,4-7-19
5,1554663318133,-4.944,7.415,4.177,4-7-19
6,1554663318213,-4.712,7.506,4.653,4-7-19
7,1554663318300,-4.54,7.386,4.531,4-7-19
8,1554663318339,-4.938,7.058,4.696,4-7-19
9,1554663318416,-4.343,7.27,4.786,4-7-19
10,1554663318498,-3.581,7.145,6.119,4-7-19
11,1554663318537,-3.012,7.08,6.215,4-7-19
12,1554663318619,-3.136,5.799,7.585,4-7-19
13,1554663318659,-3.321,6.443,6.925,4-7-19
14,1554663318744,-3.166,6.159,6.717,4-7-19
15,1554663318824,-2.558,6.813,6.555,4-7-19
16,1554663318866,-3.241,6.383,6.774,4-7-19
17,1554663318950,-3.408,6.445,6.747,4-7-19
18,1554663319025,-3.214,6.345,6.8,4-7-19
19,1554663319066,-3.295,6.506,6.685,4-7-19
20,1554663319149,-3.302,6.421,6.882,4-7-19
21,1554663319228,-3.219,6.386,6.689,4-7-19
22,1554663319272,-3.388,6.238,6.912,4-7-19
23,1554663319349,-3.301,6.546,6.544,4-7-19
24,1554663319431,-3.19,6.506,6.94,4-7-19
25,1554663319469,-3.214,6.524,6.602,4-7-19
26,1554663319552,-3.236,6.412,6.758,4-7-19
27,1554663319636,-3.167,6.496,6.854,4-7-19
28,1554663319674,-3.108,6.507,6.702,4-7-19
29,1554663319756,-3.35,6.332,6.657,4-7-19
30,1554663319797,-3.088,6.553,6.823,4-7-19
31,1554663319877,-3.189,6.416,6.734,4-7-19
32,1554663319960,-3.306,6.433,6.743,4-7-19
33,1554663319997,-3.045,6.492,6.835,4-7-19
34,1554663320081,-3.252,6.47,6.752,4-7-19
35,1554663320167,-3.293,6.502,6.925,4-7-19
36,1554663320202,-3.264,6.915,6.704,4-7-19
37,1554663320285,-3.355,6.116,6.874,4-7-19
38,1554663320370,-3.062,6.233,6.797,4-7-19
39,1554663320402,-3.076,6.47,6.913,4-7-19
40,1554663320489,-3.172,6.608,6.345,4-7-19
41,1554663320568,-2.971,6.791,6.389,4-7-19
42,1554663320606,-3.191,6.714,6.55,4-7-19
43,1554663320689,-3.238,6.779,6.362,4-7-19
44,1554663320728,-3.245,6.687,6.514,4-7-19
45,1554663320813,-3.283,6.813,6.273,4-7-19
46,1554663320892,-3.151,6.681,6.568,4-7-19
47,1554663320929,-3.155,6.709,6.689,4-7-19
48,1554663321015,-3.194,6.765,6.384,4-7-19
49,1554663321095,-3.323,6.636,6.539,4-7-19
50,1554663321133,-3.224,6.777,6.462,4-7-19
51,1554663321216,-3.243,6.711,6.438,4-7-19
52,1554663321296,-3.251,6.745,6.493,4-7-19
53,1554663321337,-3.282,6.679,6.448,4-7-19
54,1554663321424,-3.232,6.739,6.516,4-7-19
55,1554663321498,-3.235,6.729,6.358,4-7-19
56,1554663321539,-3.243,6.729,6.557,4-7-19
57,1554663321620,-3.271,6.678,6.434,4-7-19
58,1554663321658,-3.211,6.801,6.499,4-7-19
59,1554663321740,-3.287,6.689,6.418,4-7-19
60,1554663321826,-3.282,6.751,6.504,4-7-19
61,1554663321861,-3.239,6.716,6.421,4-7-19
62,1554663321944,-3.272,6.762,6.493,4-7-19
63,1554663322023,-3.243,6.716,6.455,4-7-19
64,1554663322064,-3.296,6.713,6.398,4-7-19
65,1554663322148,-3.253,6.73,6.543,4-7-19
66,1554663322232,-3.255,6.738,6.353,4-7-19
